Filme,Lancamento,Diretor,Generos,Atores,Avaliacao,Paises,Votos,data_adicao,link_imagem,Duracao,Ano_Add
Skyfall,2012.0,Sam Mendes,"Adventure,Thriller,Action","Daniel Craig,Judi Dench,Javier Bardem,Ralph Fiennes,Naomie Harris,Bérénice Marlohe,Albert Finney,Ben Whishaw,Rory Kinnear,Ola Rapace,Helen McCrory,Nicholas Woodeson,Bill Buckhurst,Elize du Toit,Ian Bonar,Gordon Milne,Peter Basham,Ben Loyd-Holmes,Tonia Sotiropoulou,Wolf Blitzer,David Gillies,James Li,Kenneth Hazeldine,Orion Lee,Dave Wong,Tank Dong,Roger Yuan,Yang Liang,Yennis Cheung,Chooye Bay,Sid Man,Angela Tran,Milorad Kapor,Huw Edwards,Adebayo Bolaji,Elio Lo Tauro,Amir Boutrous,Khan Bonfils,Nicholas Goh,John Hodgkinson,Kurt Egyiawan,Oliver Johnstone,Harry Kershaw,Burt Caesar,Paul Venables,Crispin Letts,Kammy Darweish,Beatrice Curnew,Dominique Anne Jones,Ross Waiton,Jim Conway,Jens Hultén,Michael Pink,Jo Cameron Brown,Anthony O'Donnell,Hannah Stokely,Wayne Gordon,Ene Frost,Tom Wu,Jake Fairbrother,Christopher Sciueref,Daniel Adegboyega,Selva Rasalingam,Joss Skottowe,Steve Barnett,Lee Nicholas Harris,Duncan Casey,Tom Coulston",3.88,"UK,USA",506178,2011/06/18,https://a.ltrbxd.com/resized/sm/upload/5j/ag/wy/k3/bwCC7klDpDcVtEXDK74vDzXLyeF-0-230-0-345-crop.jpg,143,1/13/2022
Spectre,2015.0,Sam Mendes,"Adventure,Action,Thriller","Daniel Craig,Christoph Waltz,Léa Seydoux,Ralph Fiennes,Monica Bellucci,Ben Whishaw,Naomie Harris,Dave Bautista,Andrew Scott,Rory Kinnear,Jesper Christensen,Alessandro Cremona,Stephanie Sigman,Tenoch Huerta Mejía,Adriana Paz,Domenico Fortunato,Marco Zingaro,Stefano Elfi DiClaudia,Ian Bonar,Tam Williams,Richard Banham,Pip Carter,Simon Lenagan,Alessandro Bressanello,Marc Zinga,Brigitte Millar,Adel Bencherif,Gediminas Adomaitis,Peppe Lanzetta,Francesco Arca,Matteo Taranto,Emilio Aniba,Benito Sagredo,Dai Tabuchi,George Lasha,Sargon Yelda,Andy Cheung,Erick Hayden,Oleg Mirochnikov,Antonio Salines,Miloud Mourad Benamara,Gido Schimanski,Nigel Barber,Patrice Naiambana,Stephane Cornicard,Gary Fannin,Sadao Ueda,Phillip Law,Wai Wong,Joseph Balderrama,Eiji Mihara,Junichi Kajioka,Victor Schefé,Harald Windisch,Tristan Matthiae,Detlef Bothe,Bodo Friesecke,Wilhelm Iben,Noemi Krausz,Noah Saavedra,Francis Attakpah,Michael Glantschnig,Marlon Boess,Lili Epply,Marie Wohlmuth,Konstantin Gerlach,Lara Parmiani,Umit Ulgen,Amra Mallassi,Ziad Abaza,Walid Mumuni,Derek Horsham,Nari Blair-Mangat,Michael White,Adam McGrady,Nader Dernaika,Pezh Maan,Judi Dench,Kim Adis,Steve Barnett,Romeo Visca,Taylor Murphy",3.12,"UK,USA",332563,2013/07/12,https://a.ltrbxd.com/resized/sm/upload/z4/ic/gk/3h/1o9prR1gAZdF9KpxH4qneJ3Rglf-0-230-0-345-crop.jpg,148,1/13/2022
Oppenheimer,2023.0,Christopher Nolan,"History,Drama","Cillian Murphy,Emily Blunt,Matt Damon,Robert Downey Jr.,Florence Pugh,Josh Hartnett,Casey Affleck,Rami Malek,Kenneth Branagh,Benny Safdie,Jason Clarke,Dylan Arnold,Tom Conti,James D'Arcy,David Dastmalchian,Dane DeHaan,Alden Ehrenreich,Tony Goldwyn,Jefferson Hall,David Krumholtz,Matthew Modine,Scott Grimes,Kurt Koehler,John Gowans,Macon Blair,Harry Groener,Gregory Jbara,Ted King,Tim DeKay,Steven Houska,Petrie Willink,Matthias Schweighöfer,Alex Wolff,Josh Zuckerman,Rory Keane,Michael Angarano,Emma Dumont,Sadie Stratton,Britt Kyle,Guy Burnet,Tom Jenkins,Louise Lombard,Michael Andrew Baker,Jeff Hephner,Olli Haaskivi,David Rysdahl,Josh Peck,Jack Quaid,Brett DelBuono,Gustaf Skarsgård,James Urbaniak,Trond Fausa Aurvåg,Devon Bostick,Danny Deferrari,Christopher Denham,Jessica Erin Martin,Ronald Auguste,Máté Haumann,Olivia Thirlby,Jack Cutmore-Scott,Harrison Gilbertson,James Remar,Will Roberts,Pat Skipper,Steve Coulter,Jeremy John Wells,Sean Avery,Adam Kroeger,Drew Kenney,Bryce Johnson,Flora Nolan,Kerry Westcott,Christina Hogue,Clay Bunker,Tyler Beardsley,Maria Teresa Zuppetta,Kate French,Gary Oldman,Hap Lawrence,Meg Schimelpfenig,Matt Snead,Troy Bronson",4.28,"UK,USA",1334582,2021/09/10,https://a.ltrbxd.com/resized/film-poster/7/8/4/3/2/8/784328-oppenheimer-0-230-0-345-crop.jpg,181,1/13/2022
There Will Be Blood,2007.0,Paul Thomas Anderson,Drama,"Daniel Day-Lewis,Paul Dano,Kevin J. O'Connor,Ciarán Hinds,Dillon Freasier,Hope Elizabeth Reeves,Colleen Foy,Barry Del Sherman,David Willis,Hans Howes,Sydney McCallister,Paul F. Tompkins,Kevin Breznahan,Jim Meskimen,Erica Sullivan,Randall Carver,Coco Leigh,James Downey,David Warshofsky,Charles Thomas Doyle,Russell Harvard,Martin Stringer,Matthew Braden Stringer,Jacob Stringer,Joseph Mussey,Harrison Taylor,Stockton Taylor,Christine Olejniczak,Kellie Hill,Dan Swallow,Robert Arber,Bob Bell,David Williams,Joy Rawls,Louise Gregg,Amber Roberts,John W. Watts,Robert Caroline,Barry Bruce,Irene G. Hunter,John Chitwood,Colton Woodward,John Burton,Robert Barge,Ronald Krut,Huey Rhudy,Steven Barr,Robert Hills,Bob Bock,Vince Froio,Phil Shelly,Brad Carr,Mary Elizabeth Barrett,Rhonda Reeves,Beau Smith",4.45,USA,588386,2011/06/22,https://a.ltrbxd.com/resized/sm/upload/jg/cd/7y/f5/there%20will%20be%20blood-0-230-0-345-crop.jpg,158,2/1/2022
The Secret Life of Pets 2,2019.0,Chris Renaud,"Adventure,Animation,Comedy,Family","Patton Oswalt,Kevin Hart,Eric Stonestreet,Jenny Slate,Tiffany Haddish,Lake Bell,Nick Kroll,Dana Carvey,Ellie Kemper,Chris Renaud,Harrison Ford,Bobby Moynihan,Hannibal Buress,Pete Holmes,Henry Lynch,Tara Strong,Sean Giambrone,Meredith Salenger,Michael Beattie,Kiely Renaud,Jessica DiCicco,Garth Jennings,David Acord,Jaime Camil,Antonio Raul Corbo,Brian T. Delaney,Terri Douglas,Sandra Echeverría,Kylie Hart,JP Karliak,John Kassir,Scott Menville,Scott Mosier,Laraine Newman,Capri Oliver,Arthur Ortiz,Lucian Perez,Maddix Robinson,Ashley Silverman,Fred Tatasciore,Cory Walls,Matthew Wood",2.57,USA,63101,2016/08/21,https://a.ltrbxd.com/resized/film-poster/3/4/6/2/8/1/346281-the-secret-life-of-pets-2-0-230-0-345-crop.jpg,86,2/7/2022
Luca,2021.0,Enrico Casarosa,"Adventure,Family,Fantasy,Comedy,Animation","Jacob Tremblay,Jack Dylan Grazer,Emma Berman,Saverio Raimondo,Maya Rudolph,Marco Barricelli,Jim Gaffigan,Peter Sohn,Lorenzo Crisci,Marina Massironi,Gino La Monica,Sandy Martin,Giacomo Gianniotti,Elisa Gabrielli,Mimi Maynard,Sacha Baron Cohen,Francesca Fanti,Jonathan Nichols,Enrico Casarosa,Jim Pirri,Arturo Sorino",3.75,USA,639907,2018/03/04,https://a.ltrbxd.com/resized/film-poster/4/3/8/7/2/2/438722-luca-0-230-0-345-crop.jpg,101,2/14/2022
The Tragedy of Macbeth,2021.0,Joel Coen,"War,Drama","Denzel Washington,Frances McDormand,Corey Hawkins,Alex Hassell,Kathryn Hunter,Bertie Carvel,Brendan Gleeson,Harry Melling,Miles Anderson,Matt Helm,Moses Ingram,Scott Subiono,Brian Thompson,Lucas Barker,Stephen Root,Robert Gilbert,Ethan Hutchison,James Udom,Richard Short,Sean Patrick Thomas,Ralph Ineson,Jefferson Mays,Olivia Washington,Susan James Berger,Wayne T. Carr,Jacob McCarthy,Nancy Daly,Kayden Alexander Koshelev,Ledger Fuller,T.K. Weaver,Edward Headington,Tim Oakes,Peter Janov,Max Baker,Madison Randolph,Phil DiGennaro",3.77,USA,136523,2019/03/29,https://a.ltrbxd.com/resized/film-poster/5/1/9/0/5/2/519052-the-tragedy-of-macbeth-0-230-0-345-crop.jpg,105,2/14/2022
Raya and the Last Dragon,2021.0,Don Hall,"Family,Action,Animation,Fantasy,Adventure","Kelly Marie Tran,Awkwafina,Gemma Chan,Alan Tudyk,Izaac Wang,Benedict Wong,Daniel Dae Kim,Thalia Tran,Sandra Oh,Dichen Lachman,Patti Harrison,Lucille Soong,Jona Xiao,Sung Kang,Ross Butler,François Chau,Paul Yen,Ren Hanami,Sierra Katow,Gordon Ip,Jonathan Park",3.3,USA,297146,2018/06/02,https://a.ltrbxd.com/resized/film-poster/4/5/7/1/8/0/457180-raya-and-the-last-dragon-0-230-0-345-crop.jpg,107,2/14/2022
CODA,2021.0,Siân Heder,"Music,Romance,Drama","Emilia Jones,Marlee Matlin,Troy Kotsur,Eugenio Derbez,Ferdia Walsh-Peelo,Daniel Durant,Amy Forsyth,Kevin Chapman,John Fiore,Lonnie Farmer,Courtland Jones,Molly Beth Thomas,Ayana Brown,Jason Pugatch,Kyana Fanene,Anilee List,Stone Martin,Maeve Chapman,Stephen Caliskan,Amanda Bradshaw,Bryan Sabbag,Kayla Caulfield,Samidio DePina,Dominic Andersen,Jose Guns Alves,Owen Burke,Lance Norris,Mark Pettograsso,Tony Viveiros,Armen Garo,Jared Voss,Emilia Faucher,Marilyn Busch,Melissa McMeekin,Erica McDermott,Garrett McKechnie,Rebecca Gibel,TJ Ciarametaro,Gary Galone,Nikki Kim,Mary Ann Schaub,Cassandra Berta,Sarah Clarke,Rena Maliszewski,David Newsom,Kiara Pichardo,Pamela Jayne Morgan,Elbert Kim,Dominic Cannarella-Andersen",3.85,"France,USA",263444,2020/12/16,https://a.ltrbxd.com/resized/film-poster/6/9/5/4/7/3/695473-coda-0-230-0-345-crop.jpg,112,2/14/2022
Spencer,2021.0,Pablo Larraín,Drama,"Kristen Stewart,Jack Farthing,Sally Hawkins,Timothy Spall,Sean Harris,Thomas Douglas,Olga Hellsing,Matthias Wolkowski,Oriana Gordon,Ryan Wichert,John Keogh,Amy Manson,Elizabeth Berrington,Jack Nielen,Freddie Spry,Stella Gonet,Richard Sammel,Lore Stefanek,James Harkness,Laura Benson,Wendy Patterson,Libby Rodliffe,Niklas Kohrt,Camille Loup Moltzen,Sami Amber,Henry Castello",3.68,"Chile,Germany,UK,USA",303313,2020/06/18,https://a.ltrbxd.com/resized/film-poster/6/3/9/5/5/9/639559-spencer-0-230-0-345-crop.jpg,117,2/14/2022
The Eyes of Tammy Faye,2021.0,Michael Showalter,"Drama,History","Jessica Chastain,Andrew Garfield,Cherry Jones,Vincent D'Onofrio,Mark Wystrach,Sam Jaeger,Louis Cancelmi,Gabriel Olds,Fredric Lehne,Chandler Head,Jay Huguley,Dan Johnson,Michael MacCauley,Grant Owens,Coley Campany,Craig Newkirk,Wes Jetton,Jess Weixler,Maurie Speed,Lindsay Ayliffe,Julie P. Tuggle,Kimberly Ann Parker,Dana Marks,Alan Boell,Randy Havens,Lila Jane Meadows,Carolyn Mints,Kelly Borgnis,Kelsi Chandler,Joe Ando-Hirsh,John Johnson,Grayson Carter,Callie Lipian,Caroline Lipian,Robert Bailey,Deb Thomas Cox,Ellen Dockery,Jana King Evans,Lee Hilliard,Mark Ivey,Michael B. Lusk,Craig Morris,Savannah Morris,Donna Rhodes,Kira Small,Allen Andrews,Chris TC Edge,Kyle Riggs,Alan Dale,Hugh Downs,Jay Leno,Ronald Reagan,Christian Goins",3.27,USA,95011,2019/05/10,https://a.ltrbxd.com/resized/film-poster/5/2/8/7/8/0/528780-the-eyes-of-tammy-faye-0-230-0-345-crop.jpg,126,2/14/2022
Being the Ricardos,2021.0,Aaron Sorkin,"Drama,History","Nicole Kidman,Javier Bardem,J.K. Simmons,Nina Arianda,Tony Hale,Alia Shawkat,Jake Lacy,Linda Lavin,Ronny Cox,John Rubinstein,Clark Gregg,Nelson Franklin,Jeff Holman,Jonah Platt,Christopher Denham,Brian Howe,Ron Perkins,Baize Buzan,Matt Cook,Joshua Bednarsky,Dana Lyn Baron,Dan Sachoff,Max Silvestri,Renee Pezzotta,Chris Wolfe,Breanna Wing,Caroline Anderson,Jamie Miller,Gail Rastorfer,Russ Burd,Guido Cocomello,John Funk,Angela Leib,David Saenz,Stephanie Lesh-Farrell,Ron Ostrow,Pamela Bell Mitchell,Lawrence Novikoff,Jack Benza,Peter Onorati,Evie Nicholson,Rick Batalla,John F. Carpenter,Melinda Sullivan,Gus Lynch,Allan Wayne Anderson,David Jonathan Fine,Val Chmerkovskiy,Asiel Hardison,Reina Hidalgo,Will Loftis,Noelle Marsh,Leo Moctezuma,Nayara Núñez,Britt Stewart,Eddie Torres Jr.,Jenna Johnson,James Patrick Duffy,Emily Marsh,Cece Camps,Daniel Armella,Molly Meyer,Shiree Nelson,Christian Roberts,Chris Wolfe",2.95,USA,72167,2018/04/09,https://a.ltrbxd.com/resized/sm/upload/iy/k0/lp/57/wI2X0kq0FpPlRoWaHJxx1fwIWZi-0-230-0-345-crop.jpg,132,2/14/2022
King Richard,2021.0,Reinaldo Marcus Green,"History,Drama","Will Smith,Aunjanue Ellis-Taylor,Saniyya Sidney,Demi Singleton,Jon Bernthal,Tony Goldwyn,Susie Abromeit,Dylan McDermott,Judith Chapman,Katrina Begin,Erin Cummings,Andy Bean,Kevin Dunn,Craig Tate,Calvin Clausell Jr.,Mikayla LaShae Bartholomew,Daniele Lawson,Layla Crawford,Erika Ringor,Noah Bean,Josiah Cross,Vaughn W. Hebron,Jimmy Walker Jr.,Brad Greenquist,Johnno Wilson,Robert Nuscher,Christopher Wallinger,Chase Del Rey,Connie Ventress,Vivienne Bersin,Andy Hoff,Carrie Gibson,Doug Simpson,Brandon Morales,Wil J. Jackson,Erica Shaffer,Matt Kirkwood,Chet Grissom,Alden Sherrill,Eman Esfandi,Jessica Wacnik,Jonathan Bray,Robert Walker Jeffery,Rich Sommer,Kaitlyn Christian,Geoff Nathanson,Marcela Zacarias,Jake Jensen,Chris Pentzell,Sophia Sanders,Mia Jovic,Iva Jovic,Michael Andrew Baker,Tom Holmes,Kamea Medora,Tom Degnan,Virginia Schneider,Jeff Cohn,Adam Cropper,Danya LaBelle,Rod Sweitzer,George Ketsios,Valerie Davidson,Christian Yeung,Teri Cohn,Hannah Barefoot,Mel Fair,Holly Haggerty,Mary Pascoe,Albert Ton,Ebboney Wilson,Hailey Winslow,Chris Wolfe,Gunner Wright,Tory N. Thompson,Sean Berube,Sean Fabian Billings,Sophia Bui,Kika Cicmanec,John Dinan,Diana Dray,Mathew Trent Hunnicutt,Jeni Jones,Trent Longo,Katie McCabe,Aryn Nelson,Tristan Nokes,Dan Sachoff,Gabi Stewart",3.67,USA,203767,2019/07/13,https://a.ltrbxd.com/resized/film-poster/5/4/1/9/9/8/541998-king-richard-0-230-0-345-crop.jpg,145,2/14/2022
Nightmare Alley,2021.0,Guillermo del Toro,"Drama,Crime,Thriller","Bradley Cooper,Rooney Mara,Cate Blanchett,Toni Collette,Richard Jenkins,Willem Dafoe,David Strathairn,Ron Perlman,Holt McCallany,Mary Steenburgen,Peter MacNeill,Mark Povinelli,Jim Beaver,Tim Blake Nelson,Clifton Collins Jr.,Paul Anderson,Lara Jean Chorostecki,David Hewlett,Sarah Mennell,Mike Hill,Caleb Ellsworth-Clark,Dian Bachar,Troy James,Matthew MacCallum,Samantha Rodes,Jesse Buck,Perry Mucci,Bill MacDonald,Dan Lett,Catherine McGregor,Martin Julien,Natalie Brown,Tim Post,Will Conlon,Daniel Falk,Stephen McHattie,James Collins,Lili Connor,Danny Waugh,Walter Rinaldi,Andrew Locke,Calvin Desautels,Derrick Moore,Linden Porco,Grant Bradley,Dani Klupsch,Vikki Ring,Vanessa Botbyl,Michael Bridgeman,Charles Langille,Paul Taylor,Clyde Whitham,Romina Power",3.45,USA,290625,2019/04/24,https://a.ltrbxd.com/resized/film-poster/5/2/4/5/9/2/524592-nightmare-alley-0-230-0-345-crop.jpg,150,2/14/2022
West Side Story,2021.0,Steven Spielberg,"Romance,Crime,Drama","Ansel Elgort,Rachel Zegler,Ariana DeBose,David Alvarez,Mike Faist,Brian d'Arcy James,Corey Stoll,Rita Moreno,Josh Andrés Rivera,Ana Isabelle,Ilda Mason,iris menas,Julius Anthony Rubio,Tanairi Sade Vazquez,David Aviles Morales,Sebastian Serra,Ricardo Zayas,Ricky Ubeda,Andrei Chagas,Adriel Flete,Jacob Guzman,Kelvin Delgado,Carlos Sánchez Falú,Yurel Echezarreta,David Guzman,Sean Harrison Jones,Jess LeProtto,Patrick Higgins,Kyle Allen,John Michael Fiumara,Kevin Csolak,Kyle Coffman,Ben Cook,Harrison Coll,Garett Hawe,Myles Erlick,Julian Elia,Carlos E. Gonzalez,Daniel Patrick Russell,Yesenia Ayala,Gabriela M. Soto,Juliette Feliciano Ortiz,Jeanette Delgado,Maria Alexis Rodriguez,Edriz E. Rosa Pérez,Jennifer Florentino,Melody Martí,Gaby Diaz,Isabella Ward,Eloise Kropp,Paloma Garcia-Lee,Leigh-Ann Esty,Lauren Leach,Brittany Pollack,Kellie Drobnick,Skye Mattox,Adriana Pierce,Jonalyn Saxer,Brianna Abruzzo,Halli Toland,Sara Esty,Talia Ryder,Maddie Ziegler,Andréa Burns,Mike Iveson,Jamila Velazquez,Annelise Cepero,Yassmin Alers,Jamie Harris,Curtiss Cook,Nadia Quinn,Arianna Rosario,Natalie Toro,María Alejandra Castillo,Mannelly Gonzalez Abreu,Maya Haghighi Guliani,Tyler Myers,Jesseudi Marcelino,German M. Castillo,Ciara Calderon,Aubrey Mills,Leonardo Ro,Adrian Castillo,Luke Joseph Fuentes Duculan,Abigail R. Valdez,Navio Lopez,Victor Cruz,Erik Charlston,Clint de Ganon,Dave Phillips,Silvano Monasterios,Ric Molina,Dan Pearson,Hommy Ramos,Jose Ruiz,Jumaane Smith,Dave Noland,Roland Morales,Javier Diaz,Chryssie Whitehead,Ron Stroman,Rene Ojeda,Feiga Martinez,Mike Massimino,Ryan Woodle,David Bean,Bert Michaels,Joe Lanza,Savannah Renée Rodriguez,Denia Brache,Lesley Bilingslea,Andy Powers,Reginald L. Barnes,Patrick Noonan,Jeff Ward,Pablo Thomas,Paul Niebanck,Ixchel Cuellar,Ricky Garcia,Oscar Antonio Rodriguez,José Ramón Rosario,Doreen Montalvo,Shade Rupe",3.62,USA,272297,2018/03/15,https://a.ltrbxd.com/resized/sm/upload/yd/j5/tz/up/xW3t04p24jH7aQyq1J63ApAP9gG-0-230-0-345-crop.jpg,157,2/14/2022
The Machinist,2004.0,Brad Anderson,"Drama,Thriller","Christian Bale,Jennifer Jason Leigh,Aitana Sánchez-Gijón,John Sharian,Michael Ironside,Lawrence Gilliard Jr.,Craig Stevenson,Reg E. Cathey,Anna Massey,Matthew Romero Moore,James DePaul,Robert Long,Chike Johnson,Colin Stinton,Ferran Lahoz,Jeremy Xido,Reg Wilson,Molly Malcolm",3.74,"Belgium,Spain,USA",195167,2011/06/22,https://a.ltrbxd.com/resized/film-poster/4/9/2/5/4/49254-the-machinist-0-230-0-345-crop.jpg,101,2/21/2022
Nocturnal Animals,2016.0,Tom Ford,"Drama,Thriller","Amy Adams,Jake Gyllenhaal,Michael Shannon,Aaron Taylor-Johnson,Isla Fisher,Ellie Bamber,Armie Hammer,Karl Glusman,Robert Aramayo,Laura Linney,Andrea Riseborough,Michael Sheen,Bobbi Salvör Menuez,Imogen Waterhouse,Franco Vega,Zawe Ashton,Evie Pree,Beth Ditto,Graham Beckel,Neil Jackson,Jena Malone,Lee Benton,Kristin Bauer,Sydney Schafer,Evan Bittencourt,Janet Song,Michele Dunn,Lori Jean Wilson,Peggy Fields Richardson,Piper Major,Moose Ali Khan,Brianna Barnes,Amanda Fields,Joshua D. Eads,Jonathan Fredrick,Alizee Gaillard,Nick Hounslow,Kerstin Lechner,Carson Nicely,Christopher Pinkalla,Tonia Marie Rosée,Errol Sack,Brian Stivale,Chelsea Taylor,Jack Wallace,Jackie Zane,Maria Zyrianova",3.73,USA,358369,2015/05/18,https://a.ltrbxd.com/resized/sm/upload/nu/i0/7z/nd/oHL437Dz1TGQMlKfpE6rSQJgMxb-0-230-0-345-crop.jpg,117,2/21/2022
Dune: Part Two,2024.0,Denis Villeneuve,"Adventure,Science Fiction","Timothée Chalamet,Zendaya,Rebecca Ferguson,Josh Brolin,Austin Butler,Florence Pugh,Dave Bautista,Christopher Walken,Stephen McKinley Henderson,Léa Seydoux,Stellan Skarsgård,Charlotte Rampling,Javier Bardem,Tim Blake Nelson,Molly Mcowan,Rex Adams,Ana Cilas,Rand Faris,Laura Mizere,Cecile Sinclair,Tracy Coogan,Anton Saunders,Tony Cook,Alan Mehdizadeh,Souheila Yacoub,Sebastian Faure,Imola Gáspár,Tara Breathnach,Fouad Humaidan,Hassan Najib,Omar Elbooz,Tim Hilborne,Italo Amerighi",,USA,0,2020/04/15,https://a.ltrbxd.com/resized/film-poster/6/1/7/4/4/3/617443-dune-part-two-0-230-0-345-crop.jpg,-,3/13/2022
Waking Life,2001.0,Richard Linklater,"Fantasy,Animation,Drama","Ethan Hawke,Julie Delpy,Wiley Wiggins,Bill Wise,Alex Jones,Steven Soderbergh,Ken Webster,Charles Gunning,Lorelei Linklater,Trevor Jack Brooks,Glover Gill,Lara Hicks,Ames Asbell,Leigh Mahoney,Sara Nelson,Jeanine Attaway,Erik Grostick,Robert C. Solomon,Kim Krizan,Eamonn Healy,J.C. Shakespeare,David Sosa,Otto Hofmann,Aklilu Gebrewold,Carol Dawson,Lisa Moore,Steve Fitch,Louis Mackey,Alex Nixon,Violet Nichols,Steven Prince,Mary McBay,Kregg A. Foote,Jason T. Hodge,Guy Forsyth,John Christensen,Caveh Zahedi,David Jewell,Adam Goldberg,Nicky Katt,Jason Liebrecht,Brent Green,RC Whittaker,Hymie Samuelson,David Martinez,Ryan Power,Tiana Hux,Timothy \""Speed\"" Levitch,Steve Brudniak,Marta Banda,Charles Murdock,Mona Lee Fultz,Edith Mannix,Bess Cox,Louis Black,Richard Linklater,Kierstin Cunnington",3.87,USA,48914,2011/06/20,https://a.ltrbxd.com/resized/film-poster/4/7/3/6/3/47363-waking-life-0-230-0-345-crop.jpg,99,4/6/2022
Before Midnight,2013.0,Richard Linklater,"Drama,Romance","Ethan Hawke,Julie Delpy,Seamus Davey-Fitzpatrick,Jennifer Prior,Charlotte Prior,Xenia Kalogeropoulou,Walter Lassally,Ariane Labed,Yiannis Papadopoulos,Athina Rachel Tsangari,Panos Koronis,Enrico Focardi,Manolis Goussias,Anouk Servera,Yota Argyropoulou,Serafeim Radis,John Sloss,Tety Kalafati",4.09,"Greece,USA",261460,2012/09/15,https://a.ltrbxd.com/resized/film-poster/1/0/2/4/4/4/102444-before-midnight-0-230-0-345-crop.jpg,109,4/6/2022
The Northman,2022.0,Robert Eggers,"Fantasy,Adventure,Action","Alexander Skarsgård,Nicole Kidman,Claes Bang,Anya Taylor-Joy,Ethan Hawke,Gustav Lindh,Elliott Rose,Willem Dafoe,Phill Martin,Eldar Skar,Olwen Fouéré,Edgar Abram,Jack Gassmann,Ingvar E. Sigurðsson,Oscar Novak,Jack Walsh,Björk,Ian Whyte,Katie Pattinson,Andrea O\u2019Neill,Rebecca Ineson,Kate Dickie,Ísadóra Bjarkardóttir Barney,Kevin Horsham,Seamus O'Hara,Scott Sinclair,Tadhg Murphy,James Yates,Hafþór Júlíus Björnsson,Ian Gerard Whyte,Ralph Ineson,Murray McArthur,Nille Glæsel,Jonas Lorentzen,Magne Osnes,Ineta Sliuzaite,Finn Lafferty,Jon Campling,Helen Roche,Faoileann Cunningham,Gareth Parker,Mark Fitzgerald,Gavin Peden,Joel Hicks,Chris Finlayson,Eric Higgins,Matt Symonds,Luca Evans,James Harper-Jones,Thomas Harper-Jones,Sheila Fitton,Lily Bird,Sunil Beniwal,Michael McGeown,Peter Vamos",3.81,USA,518197,2019/10/17,https://a.ltrbxd.com/resized/film-poster/5/6/5/8/5/2/565852-the-northman-0-230-0-345-crop.jpg,137,4/16/2022
Beau Is Afraid,2023.0,Ari Aster,"Fantasy,Comedy,Adventure","Joaquin Phoenix,Patti LuPone,Amy Ryan,Nathan Lane,Kylie Rogers,Denis Ménochet,Parker Posey,Zoe Lister-Jones,Armen Nahapetian,Julia Antonelli,Stephen McKinley Henderson,Richard Kind,Hayley Squires,Julian Richings,Bill Hader,Alicia Rosario,James Cvetkovski,Catherine Bérubé,Stephanie Herrera,Bradley Fisher,Peter Seaborne,Michael Esper,Manuel Tadros,Karl Roy,Marc-André Brisebois,Tyrone Benskin,Ernest-James Chuipka,Archie Madekwe,Greg Halpin,Luis Oliva,Charles Hardy,Marie-Michelle Garon,Maev Beaty,Patrick Kwok-Choon,Michael Gandolfini,Théodore Pellerin,Mike Taylor,Luke Alexander James McPhail,Ryan S. Hill,Bentley Hughes,Kwasi Songui,Sylvain Landry,Tristan D. Lalla,Emmanuel Schwartz,Cat Lemieux,Lily Bird,Arthur Holden,François Paquette,Alex Bisping,Lucas Gosselin,Joe Cobden,Harry Strandjofski,Anana Rydvald,Isabelle Brabant,Tarah Schwartz,Barry Morgan,David Mamet,John Walsh,Karim Bourara,Lee Villeneuve,Steve Newburn,Kayla Dobilas,Gord Robertson,Pamela Iveta,Jason Detheridge,Luz Tercero,Geneviève Marin,Julien Fortin,Marc-André Casavant",3.47,"Finland,USA",264800,2021/02/19,https://a.ltrbxd.com/resized/film-poster/7/1/5/8/5/6/715856-beau-is-afraid-0-230-0-345-crop.jpg,179,4/16/2022
Sonic the Hedgehog 2,2022.0,Jeff Fowler,"Action,Adventure,Family,Comedy","Ben Schwartz,James Marsden,Tika Sumpter,Colleen O'Shaughnessey,Idris Elba,Jim Carrey,Natasha Rothwell,Adam Pally,Shemar Moore,Lee Majdoub,Melody Nosipho Niemann,Tom Butler,Brad Kalilimoku,Krista Alvarez,Donna Jay Fulks,Scott Patey,Leif Havdale,Johnson Phan,Colby Chartrand,Kevin Fortin,Jeff Sanca,Sook Hexamer,Maria Ameerali,Kyle Riefsnyder,Parker Rowell-Laferriere,Tammy Nera,Gerald Paetz,Corry Glass,David Jacox,Mike Mitchell,Heath Stevenson,Doug Chapman,Rhys Williams,Nilo Ghajar,Don Lew,Elizabeth Bowen,Vladimir Ruzich,Shay Kuebler,Keiran Bohay,Kevin Mylrea,Jared Khalifa,Aiden Cass,Andrew Kyrzyk,Stanislav Galimkhanov,Shaun Magee,Alex Bogomolov,Shawn Stewart,Barry Nerling,Simon Chin,Vladimir Raiman,Yvetta Fisher,Adrian Hein,Jess Lundgren,Steve Chang,Ted Barba,Brennan Dyson,Saida Dyson,Katie Wright Pere,Ha'a Keaulana,Quinn Early,Cheryl Lewis,Angela Meryl,Ashlei Tave,Mariah Dyson,Tavita Woodard,Ernie Jackson,Rob 'Sluggo' Boyce,Robert Zen Humpage,Fraser Corbett,Marcus Aurelio,Jason Triplett,Eli Olson,Mike Rufino,Nito Larioza,Chad Keaulana,Sarah Surh,Paul Lazenby",3.07,"Japan,USA",161992,2020/02/22,https://a.ltrbxd.com/resized/film-poster/6/0/0/1/0/3/600103-sonic-the-hedgehog-2-0-230-0-345-crop.jpg,123,6/12/2022
